theme,text,rating
aforizmi,"Великий пост: с 17 августа по светлое будущее.


",0
raznie,"Два немца заходят в бар в Лондоне.
- Hey, waiter, two whiskey, please!
- Dry?
- Nein, zwei.

",0
tsitati,"***dojlid думает что по понедельникам в офисе должен быть рассол, а не кофе и чай.

",0
raznie,"Один старый разведчик говорит другому:
- Это не правда, что женщины не умеют хранить тайны, просто для них это так сложно, что они делают это совместными усилиями...

",0
tsitati,"o @особо`опасен Слушает: Децл - Кто-ты?[+okkA]: господи[+okkA]: у тебя есть кассетный магнитофон?

",0
pro-armiu,"В американской армии новобранец спрашивает опытного солдата:- А чем отличается смелый солдат от осторожного?- Смелый солдат скажет нашему сержанту в лицо всё, что о нем думает.- А осторожный?- А осторожный сделает тоже самое по телефону.
",0
raznie,"""Бородинская панорама"": вид из Бруклинской тюрьмы на статую Свободы.

",0
raznie,"Идут 2 прибалтийских крестьянина и вдруг видят на дороге ухо...
- Смотри, Юкке, эта ухо !?!
- Та, Урво, эта ухо.
Дальше идут, видят руку...
- Смотри, Юкке, эта рука !!??!!
- Та, Урво, эта точно рука.
Идут дальше, встречают ногу...
- Смотри, Юкке, эта нока !?!?!?!?!
- Та, Урво, эта тейстфително нока.
Еще проходят, видят - лежит голова.
- Юкке, смотри! Эта колофа колхозника Кеконена !!!
- Та, Урво, эта колофа колхозника Кеконена... Я натеюсь, с ним все ф порятке!

",0
raznie,"Объявление:- Познакомлюсь с женщиной для серьезных отношений. Отвечу на письмо с фотографией. Пейзажи не присылать.
",0
raznie,"Лучше всех на службе себя чувствует Папа Римский. Каждое утро, проснувшись, он видит своего непосредственного начальника распятым на
кресте.

",0
raznie,"Поймал волк зайца:
- Соси, косой!
- Я не умею!
- А ты как умеешь!
- Хрум-хрум-хрум...

",0
raznie,"С Филлипа Киркорова сняты все обвинения в оскорблении журналистки. Как оказалось, фонограмма, под которую он проводил прессконференцию, была записью семейной разборки.
",0
aforizmi,"Метереолог, как сапер,- ошибается один раз... но каждый день.


",0
aforizmi,"Где совок - там и мусор.


",0
aforizmi,"Относиться к жизни можно по-разному,да отнесут одинаково.


",0
aforizmi,"Не время почивать на маврах, господа!


",0
raznie,"Идет лев по лесу. Встречает волка:
- Ага! Волк! - записывает в книжечку, - Завтра придешь в восемь утра ко мне на завтрак! Вопросы?
- Никак нет! - Отвечает волк и понуро бредет дальше.
Встречает лев лису:
- Ага! Лиса! - записывает в книжечку, - Завтра придешь в два часа дня ко мне на обед! Вопросы?
- Никак нет! - Отвечает лиса и понуро бредет дальше.
Встречает лев зайца:
- Ага! Заяц! - записывает в книжечку, - Завтра придешь в шесть вечера дня ко мне на полдник! Вопросы?
- Можно не приходить?
- Можно! Вычеркиваю.

",0
aforizmi,"Кури, быть может эта сигарета последняя в твоей жизни.


",0
aforizmi,"Негры традиционно лидируют в беге, белые - в стрельбе...


",0
tsitati,"""гайка"" почки отваливаются""Кассирский Иван Сергеевич [aka KIS/K@$$!R22] "" от чего?""гайка"" от меня

",0
aforizmi,"""Серверное сияние...""


",0
pro-militsiyu,"""CD"" На баш орг кто-то написал, что у них город приличный - когда Шэрон Стоун сказала ""привет красавчик"" в зале заржало 2-3 человека.""CD"" Так у нас город еще приличней. Когда в ""Inside Man"" преступник заставил ментов учить албанский из 100 человек в зале ржал я один.

",0
shkolnie-i-pro-shkolu,"""F_K"" по наводке товарища наткнулся на забавную штуку на сайте 5баллов.ру. Школьный реферат по Пушкину, 13 страниц. Скачал, начал листать, местами замечаю что-то странное, потом пригляделся, а там с 3й по 13 страницу жесткий порно рассказ, да такой, что аж до дух захватывает.
Школьнеги, будте бдительней. Реферат скачало: 3,214 человек. :)

",0
tsitati,"""Bender"" и какая гордость меня охватила, когда во францзском диснейленде в лабиринте был слышен один русский мат ""Да где ж этот ебаный выход"", ""Да хули мучаться, давай так перепрыгним"", ""-А давай орать ЖОПА!!!?   -Не культурно как-то.  -Да никто не поймет. -Ну давай."" И на весь диснейленд: ЖОПАААААААА!!! И с другого конца кто-то услышал и тоже орать - ЖОПА!!!!!""Karrde"" )))) Меня охватила гордость когда в испанском диснейленде на самом крутом атракционе около входа маркером было накалякано слово х%й.""Garcia"" Это я накалякал )

",0
meditsinskie,"Молоденькая девушка и старушка пришли на прием к врачу.
Доктор девушке:
- Раздевайтесь.
Девушка:
- Да это не я, а моя бабушка заболела.
Доктор бабушке:
- Ну тогда скажите ""А"".
",0
tsitati,"@trovich: как тебе начало объяснительной?@trovich: Я, Галашин Сергей Петрович, волею судьбы и моих любимых           родителей, сочетавшихся браком за 10 месяцев до моего появления на           свет, родился 29 февраля 1984 года. Именно этот объективный факт...

",0
pro-studentov,"На моей груди горит красная пятиконечная звездочка с кудрявым Володей.
",0
poshlie-i-intimnie,"Девушка хихикает:
- Ну и обнаглел ты вчера, милый, в парке! Обычно такой
ти-ихий, скро-омный, а тут на тебе!
- А че я сделал-то?
- Ни фига себе! Ты меня невинности лишил прямо на скамейке, ублюдок!
- Ты что, с ума сошла?
- Как это с ума сошла?! А кто меня раком ставил? А кто мне член в рот
совал?
Парень совсем охуевает:
- Да когда это было такое?!
- Да сразу как стемнело! Отошел поссать на минуту, вернулся и набросился!
Парень задумчиво:
- Вообще-то я посрать отходил на полчаса...
",1
pro-chukchu,"Приходит к чукче полярник и говорит:
- Чукча, займи 100 грамм золота до следующего года?
Ну чукча, конечно, отказать не может, занял. Через год
полярник (русский) приходит и говорит:
- Слышь, чукча, не получилось у меня с золотом в тот раз,
займи еще 100 грамм?
Ну, чукча чего, он же добрая душа, занял. Год прошел, чукча
видит - русский опять идет к нему, ну он жене и говорит:
- Вишь, русский едет, снова будет золото просить, так ты ему
скажи, что я на дальних пастбищах.
Жена:
- Угу.
Чукча спрятался под кровать и лежит там. Русский заходит и говорит:
- Где твой муж?
Жена:
- На дальних пастбищах, однако.
Русский:
- Ну блин, я ему долг принес сразу за два года, а его нет.
Ну да ладно, доставай спирт, а сама в кровать.
Лежат, пыхтят, значит. Чукча под кроватью думает:
- Ох, хреновый день, однако: долг надо забирать, русский
убивать, жена морда бить, а я, бл&дь, на дальних пастбищах!
",1
pro-militsiyu,"Патрулируют два мента-украинца дорогу. Ловят девицу и спрашивают её:
- Ты хто?
- Манекенщица.
- Це як?
- Хожу в красивой одежде по подиуму.
- Ясно. Мыкола, пиши – ""б%%%ь"".
Потом ловят другую.
- Ты хто?
- Натурщица.
- Це як?
- Раздеваюсь, а художник меня рисует.
- Ясно. Мыкола, пиши – ""б%%%ь"".
Потом ловят третью.
- Ты хто?
- Проститутка.
- Це як?
- Хожу от столба к столбу.
- Ясно. Мыкола, пиши – ""электрик"".

",1
raznie,"Албанские депутаты рассмотрят закон о легализации однополых браков.
Премьер-министр страны СалИ БерИша считает, что подобные законы помогут
Албании приблизиться к членству в ЕС Таки получается, что главный вход в ЕС - через жопу?
",0
tsitati,"""Saydat"" Народ есть у когото герои 2 расшаренные?
""Saydat"" Если есть - молчите, а то работать нужно

",0
tsitati,"Купили 4 кг мяса на шашлык, положили размораживатся и пошли за пивом, пока ходили (часа 2 - 3) мяса не стало, кот сожрал, побесились но делать нечего, взвесили кота - ровно 4 кг , у всех возник один вопрос а где собственно кот...

",0
raznie,"В тюремной камере:
- Какой у тебя срок ?
- Двадцать пять.
- За что ?
- Ни за что.
- Врешь ! Ни за что десять дают.

",0
aforizmi,"Слово - серебро, молчание - золото. А кто же взял бронзу?


",0
raznie,"Ценный совет:
HИКОГДА не pазвоpачивайте подаpок сpазy, а дождитесь yхода гостей.
Если pазвеpнете его пpи гостях, то никомy из пpисyтствyющих его
yже не подаpишь...
",0
raznie,"Выпей отраву, тварь! Тьфу, я хотел сказать - выпей отвар трав.

",0
aforizmi,"Хрен киски не слаще


",0
pro-semyu,"- Мам, а мам, а что такое афрокосички? - Это, дочечка, политкорректные негролохмы.
",0
raznie,"За столом жена обращает внимание на рассеянность мужа:
- Как так можно? Суп не едят ножом.
- А что делать если вилка течет?

",0
meditsinskie,"Женщина с ребенком приходит к врачу и объясняет, что у ребенка понос, дикий кашель, страшная аллергия, кривые ножки, он плохо видит и слышит и т. д. Врач все это молча выслушивает и начинает расстегивать пуговицы у себя на штанах.
- Доктор! ! ! Что вы делаете? - спрашивает удивленно женщина.
- Чем лечить такого ребенка, так лучше сделать нового.
",0
raznie,"— Эй, диджей, поставь другую кассету
— У меня нет другой кассеты.
— А кто ты?
— Майор Мельниченко.

",0
raznie,"Каждое лето ровно на один месяц в Москве все начинают знакомиться друг с другом, ходить в гости, дружить семьями, домами, районами, вспоминают о своих близких (мамах, бабушках, дедушках).Но через месяц это все заканчивается. Когда всем опять дают горячую воду.
",1
aforizmi,"Чем тише едешь, тем меньше русский!


",0
raznie,"- (Объявление по вокзалу) Граждани! Специально для Вас работает комната ""матери и ребенка"", а также комната ""отца, и сына, и святого духа""!

",0
meditsinskie,"Приходит мужик к доктору..- Садитесь .. рассказывайте
- Доктор! Такая проблема: я много говорю, но все почему-то потом
мне говорят, что я молчал, но ведь я же точно знаю, что говорил!
Вот недавно случай был - пришел я к другу на свадьбу, все встают
по очереди, говорят тосты, пьют за здоровье жениха и невесты.
Ну и я встал, взял рюмку и начал - поздравил их, пожелал всего,
выпил водку и сел. Друг ко мне потом подходит и говорит: ""Ну ты
обнаглел - встал, помолчал, выжрал водку и сел!"" Доктор, что мне делать?
Доктор, медленно поднимает голову, щурясь, смотрит на мужика и говорит:
- Ну, и долго мы будем молчать??..
",1
raznie,"Объявление:
Батискаф. Новый. Полный фарш. Семь моряков бесплатно. Самовывоз со дна Тихого океана.

",0
raznie,"Высшая степень смущения - два взгляда, встретившиеся в замочной скважине.
<
",0
pro-kompyuteri,"Два компьютершика спорят:- Можно ли научить ""комп"" заикаться?- Да ты что никогда!Второй:- Берет магнит и начинает водить возле винчестера!В итоге получается песня Расторгуева+Леонидов: ""Давай за баранку держись, давай брат шофер до конца""...
",-2
pro-semyu,"506 Умирает диктатор. Просто на глазах тает, пребывая в кис-
лородной палате. У его изголовья сидит его преемник, печальный,
весь в слезах.
-- Не убивайся так, дружище,-- еле слышно произнес дик-
татор.-- Я хочу, чтобы ты знал: за твою преданность я оставляю
тебе все деньги, автомобили, мой самолет, яхту, виллу...
-- Спасибо... благодарю,-- бормочет преемник.-- Вы так до-
бры ко мне. Скажите, есть что-нибудь такое, что и я бы смог сделать
для вас?
-- Да, есть,-- отозвался умирающий, судорожно глотая воз-
дух.-- Убери наконец свою ногу с кислородного шланга!

",0
raznie,"Невиданных высот достиг сервис на железных дорогах Украины. С первого июня ""Укрзализныця"" разрешила пользоваться туалетами на стоянках!
(на территории России).

",0
raznie,"- Я на прошлой неделе разослал объявление через газету, что ищу спутницу жизни. И вот уже получил целый мешок писем.
- И что в них?
- В основном одно предложение: ""Бери мою!""

",0
tsitati,"""Mirrdin"" (меланхолично) история из жизни. Сижу я это в компании американских студентов (в основном девушек-политологов, так сложилось), пьянстсвую""Mirrdin"" и у них разговор заходит о каком-то преподавателе русского языка, который по их рассказам выходит замечательным, слегка беззащитным и застенчивым, и очень толковым человеком""Mirrdin"" играет в классе на гитаре, дипломы помогает писать, принимает работы не в срок... и вроде бы в жизни у него всего три вещи - русская литература, гитара, и еще лошадь у него своя""Mirrdin"" слушаю все это и думаю единственную адекватную мысль""Mirrdin"" ""Надо завести лошадь""

",0
pro-militsiyu,"Annette00: ё моё... Когда ему в 2 епт часа ночи приспичило что-то смастерить-починить, когда он гремит инструментами на всю квартиру, когда бегает туда-сюда, топает и при этом активно выясняет, куда же он дел шило, как же, КАК ЖЕ бл&ть мне хочется сказать ему, ГДЕ У НЕГО ШИЛО...

",0
aforizmi,"Когда, хочешь прохавать человека,
его нужно тсчательно пережевывать.

Старый каторжанин


",0
pro-programmistov,"Требуется на работу программист. Обязательно: c++, perl, mysql. Негербалайф.
",0
raznie,"Интеллигент протискивается за пивом. Ему кричат:
- Куда лезешь, очкарик? Не видишь - рабочий класс в очереди стоит!
- Да какой вы рабочий класс - 70 лет - ни одной революции!

",0
raznie,"У мужика умерла жена. Приходит он к приятелю и говорит:
- Одолжи денег. Хочется все-таки похороны хорошие сделать, поминки, все такое...
- Да я бы тебе одолжил, но я же тебя знаю. Ты же все в карты проиграешь.
- Да ну что ты, нет! К тому же, на карты я уже отложил.

",0
tsitati,"""Pes"" чем фломик можно с кожи смыть?""ZoomeR"" РАСТВОРИТЕЛЕМ""Chaka"" ножем""Pes"" спасиба парни. пойду ребенка сначала в растворитель окуну, а потом ножичком пошоркаю.

",0
raznie,"Объявление:Мясокомбинат приглашает пацанов на забойную и прикольную работу.
",0
aforizmi,"От квасного патриотизма до сивушного - один глюк.


",0
raznie,"Один другому показывает какой он крутой комп купил. И процессор охрененный и памяти вагон, тивитюнер, сканер, принтер, сидюк, ... , Windows 2000 Включает, а винды ему:
- Внимание сейчас попытаюсь со всей этой х....й загрузиться !!!

",0
aforizmi,"(с) Не все золото, что блестит. Не все полезно, что в рот влезло!


",0
pro-semyu,"1952 Библиотека штата Техас. В вестибюле на стене несколько
крючков с надписью над ними: ""Только для преподавателей"".
Какой-то шутник-студент приписал: ""Можно также ве-
шать пальто и шляпы"".

",0
raznie,"Сидит рыбак на берегу Нила и рыбу ловит. Жара жуткая, духота, пекло, да еще и рыба не ловится. Вдруг всплывает крокодил и так участливо у рыбака спрашивает:
- Что, жарко?
- угу...
(С надеждой...)-Может тогда искупнёшся?

",0
tsitati,"111: то что мы называем веселая юность, другие называют проблемы с алкоголем

",0
aforizmi,"Фортуна повернулась к нему своей лучщей стороной..


",0
tsitati,"""Flaminga"" смотря что понимать под уважением""Grey[wrk]"" ну как минимум надевать рельефные презервативы рельефом наружу:)

",0
pro-detey,"""reki^"" у вас не найдецца фото целующихся лесбиянок?""Рудольф"" О_О""reki^"" а жаль .(""reki^"" нада парочку ?""half-baked-kami"" фотки незнакомых людей не коллекционирую)""reki^"" даже голых? O_O""reki^"" даже целующихся кавайных мальчиков?""half-baked-kami"" хмм. нет(.....)""half-baked-kami"" ну пачиму я ни админ""half-baked-kami"" у него там пхп не работает с мускулем""half-baked-kami"" блин. и телефон не отвечает. небось вообще на рабочее место не пришёл по случаю тёплой погоды.""half-baked-kami"" слушай""half-baked-kami"" у тебя ещё там остались фото кавайных целующихся мальчиков? ;_;

",0
raznie,"Кладбище. Ночь. Из могилы вылезает зомби и начинает сосредоточенно крутить крест. Из соседней могилы вылезает второй зомби и возмущенно спрашивает у первого:
- Коля, шо ты там делаешь?!
- Та шота у меня """"Интер"""" шипит.

",0
aforizmi,"Без женщин плохо и с женщинами плохо
Но с другой стороны с женщинами хорошо и без них тоже хорошо!


",0
aforizmi,"""Тысяча и одна ночь"" - это сказка. Реально - ""200$ и одна ночь"".


",0
tsitati,"разговор по аське с подругой про ла2 8)Zuleon: у меня есть флэшка машки со всеми ответами к билетам... Полина: ты ведь дашь мне ее, правда ? ) Zuleon: а что мне за это будет ? =)))))Полина: а что ты хочешь ? ) Zuleon: отсосешь ??? Полина: Что?????!!!!!Zuleon: ну ладно , сделай мне плз  квест на ноблесс , а саб то я сам возьму ... Полина: ээээмммм...  лучше отсосу =(

",0
tsitati,"mksoun:чуваку нада было у меня доклад распечатать...Так он мне в аську написал, в агент, в контакте личное сообщение оставил, смс написал, позвонил на сотовый и потом еще домой....Я вот напечатал и сижу жду почтальона с телеграммой...

",0
pro-semyu,"253 -- Как вам удалось дожить до такого возраста? -- спросил
репортер жительницу небольшого городка, которой исполнилось
сто лет.
-- Это только благодаря моему мужу! -- ответила долгожи-
тельница.-- Да, да, благодаря ему, бедному. Он умер, когда ему ис-
полнилось тридцать пять лет...

",0
meditsinskie,"Гаишники, как и первобытные люди, занимаются охотой и собирательством.
",0
raznie,"Заполняет Лужков декларацию о доходах. В графе «Недвижимость» пишет:
кепка.
Рядом стоит жена, мучается, не знает, что написать в графе
«недвижимость».
Лужков ей:
- Опоздаем на банкет. Напиши просто - Москва.
",0
aforizmi,"коладильник - автомат по продаже кока-колы


",0
pro-chukchu,"Идет мужик на работу. Смотрит, чукча яму копает. - Зачем тебе яма, чукча? - Просили фотографию по пояс принести. Идет мужик с работы. Смотрит, чукча вторую яму докапывает.- А почему две?- Однако два экземпляра нужно.
",0
raznie,"Целовать свою жену - одно удовольствие... Чужую - совсем другое.

",0
aforizmi,"Заплатил налоги? Не спи! Готовь деньги на взятки. Сколько мусора
не корми, он все равно тебе в карман смотрит.


",0
pro-evreev,"Рабинович давно прекратил переписку со своими родственниками за границей. Его вызывают в ФСБ и требуют возобновить переписку и написать родственникам ""бодрое"" письмо.""Дорогие,  приезжайте к нам, - пишет Рабинович. - Мы наконец построили социализм и начинаем строить демократию! Если приедете, скоро увидете дедушку Бораха, бабушку Фанни, прабабушку Сарру. У нас тут рай!""
",1
pro-alkogolikov,"Пьяный приходит в аптеку:- С-скажите, у вас есть геморройные свечи?- Да.- А подсвечники?
",0
skazochnie,"Нашел мужик в море бутылку. Ну, думает, там джин сидит, адо потереть!
трет час, трет два, трет три часа...
Уже вконец устав, слышит скучающий голос из бутылки:
- Вынь пробку, придурок!
",0
raznie,"Удалось устанвить причину происхождения загадочных кругов на пшеничных полях.
Оказывется, это место, где ежики водят хороводы.

",0
tsitati,"Gunslinger
Парашют, в общем-то, в планах на лето.
Gunslinger
Пять прыжков )
Элвин
Почему именно пять?
Gunslinger
Больше чистых штанов у меня нет <
",0
aforizmi,"За все хорошее нужно платить. За нехорошее - переплачивать.


",0
aforizmi,"Вечером я ""жаворонок"", а утром - ""сова""...


",0
raznie,"- Мужчина, купите часы! Это точные копии швейцарских часов!- Беру. Вот вам точные копии российских денег.
",0
pro-detey,"Дедушка смотрит с балкона на играющего во дворе внука и вздыхает про себя:
- Чудо что за пацан! Если бы я мог быть уверен, что он мой внук!
Его сын, отец мальчика, слышит эти слова:
- Папа, что это значит? Ты что-то такое знаешь про мою жену?
- Нет, Ваня, не про твою...
",0
aforizmi,"Наукоебкие технологии.


",-1
aforizmi,"Аборт - узаконенное детоубийство. Не упусти свой шанс!


",0
sovetskie,"221. - какие три вещи хрущев не успел?
- построить мост вдоль москва-реки, об""единить унитаз с
ванной и разделить министерство транспорта на два: ""туда"" и
""обратно"".
222. - что понял аджубей после снятия хрущева?
- что он женился по любви.
223. - что такое чомбе?
- хрущев в шоколаде.
224. - товарищ брежнев!..
- к чему эти церемонии? зовите меня просто - ильич!
225. - какая у брежнева партийная кличка?
- бровеносец в потемках.
",0
aforizmi,"Российские метеорологи не ошибались, когда говорили, что весна-98 будет
бурной и быстрой. Но они забыли сказать, что после нее опять начнется
зима!


",0
poshlie-i-intimnie,"В секс-шопе продавец девчушкам-малолеткам:
- А вам здесь какого хрена надо?
- Вон того, на верхней полке, с вибратором! . .
",-1
aforizmi,"Каждому анекдоту - своего Вернера!


",0
raznie,"Лежат на крыше два кирпича молодой и старый.
Молодой говорит:
- Давай спрыгнем!
Старый:
- А может, не будем?
- Ну давай!
Прыгнули.
А внизу мужик шел.
Молодой:
- Ой, хана нам! Мужик-то в каске.
Старый:
- Всегда вас, молодых, учить надо. Эй, мужик!
Мужик поднимает лицо кверху:
- Чего?

",0
aforizmi,"Дети, не занимайтесь онанизмом, это может привести к такому концу (см.
рис No 4 стр.187)


",0
narodnie,"Изя торгующий газированной водой построил себе крутой особняк с наворочиным ремонтом.
И как-то к нему подходит Абрам и спрашивает:
- Изя, как ты на воде всего лишь построил такой домину?
- Абрам, люди ГРЭСы и ТЭЦы на воде строят, а я не могу дом себе построить!
",0
meditsinskie,"Из пpотокола ГИБДД:У светофора остановилось два автомобили справа ""Запорожец"" слева ""Мерседес"". Водитель ""Запорожца"" открыл дверь своей машины ипоцарапал правую дверь ""Мерседеса"". В результате ДТП водитель ""Запорожца"" скончался на месте, а водитель ""Мерседеса"" лёгким гневом.
",0
aforizmi,"Если в конторе все бегают как ошпаренные, значит вода в ступе уже
закипела.


",0
tsitati,"""zonny"" Ищу в п2п музыку. Нашел только у одного пользователя. Пытаюсь качать, нихрена :( Смотрю, а пользователь - это я и есть. Никогда не знаешь что на винте есть :)v

",0
pro-semyu,"1758 Местечковый богач отдал своего туповатого сына в уче-
ние к меламеду*. Через неделю заходит к меламеду и спрашивает:
-- Как идет учение?
-- Уже разучиваем поминальную молитву.
-- Зачем? Я пока что умирать не собираюсь.
-- Э-э, чтоб вам жить столько лет, сколько он будет учить
поминальную молитву!

",0
raznie,"На франко-испанской границе в купе входит таможенник.
- Коньяк? Табак? Наркотики? - спрашивает он.
- Чашечку кофе, пожалуйста, - отвечает пассажир.

",0
pro-kino,"Попал Робинзон на необитаемый остров. Был он там некоторое время совсем один, пока не нашел себе попугая, который потом и разговаривать научился. И вот однажды прилетает попугай в страшном возбуждении и кричит:
- Робин! Робин! Там женщина!!!
-!!!
И Робинзон побежал за попугаем. Пока он бежал (долго бежал), попугай орал:
- О, Робин! А какие ножки! А какая талия! ! А какая фигура!!!
После забега по тропическому лесу попугай возвестил:
- Вот она!
- Ну, твою мать! Это ж попугаиха!!!
",3
raznie,"- Не волнуйтесь, сейчас найдём преступника. Алло, Даур? Как тебе не стыдно: человек приехал к нам в гости на отдых, а ты у неё сумочку забрал... Не ты? Извини. Алло, Хасик? Слушай, как тебе не стыдно? У такой красивой женщины сумочку... Не ты? Извини. Алло, Даур? Подождите, осталось 59 тысяч 957 человек.
",0
pro-shtirlitsa,"Утром в понедельник Штирлица вели на казнь. """"Да, тяжело начинается неделя"""", - подумал Штирлиц.

",1
pro-chukchu,"Заходит один чукча к другому в юрту, видит - на полу шкура белого медведя расстелена. Спрашивает:
- Сам убил?
- Сам.
- Сколько раз стрелял?
- Десять.
- Сколько раз попал?
- Ни одного.
- А от чего же он умер?!
- От смеха...

",1
tsitati,"xxxx:
Вчера кора была. Переезжаем с квартиры на квартиру. Среди вещей - огромные, ростом с человека, полиэтиленовые мешки набитые тряпками. Одна бригада возит их на первый этаж, другая таскает с первого этажа в грузовик. Погода яркая, солнечная. Захожу с улицы в подъезд, там ни одна лампочка не горит, естестенно, пока глаза не привыкли - не видишь ни фига. Приглядываюсь - вроде мешок стоит около стены. Обхватываю его обеими руками и пытаюсь тащить. А мешок вдруг оживает и говорит ""Эй! Шо за нах, бл&???"" Оказывается, это какой-то мужик стоял и ждал лифта. :))

",0
raznie,"Я Вас хочу! о чем же боле Я могу еще мечтать? Мечтаю Вас увидеть голой,Мечтаю грудь Вашу ласкать,Мечтаю слиться воединоВ экстазе сладкомТы и Я...Устроим славный поединок,В котором воцарит ничья...
",0
raznie,"- Мы вчера с ребятами собрались, вино пили погребальное!
- ???!!!
- Ну, домашнее, из погреба...

",0
raznie,"- Я изобрел Вечный Двигатель!
- Так почему ж он не работает?!
- А потому, что я его снабдил Вечным Тормозом...

",0
pro-evreev,"Евреи приходят к мэру и говорят:- Слушайте, мэр! У вас часы на башне бьют неверно!- Как?- А вот так, на один удар меньше... Пойдем послушаем, сейчас будут бить.Идут. Приходят. Часы:- Бам!Евреи:- О!Часы:- Бам!Евреи:- Раз!
",2
pro-studentov,"Старый профессор рассказывает ученикам:
- За годы своей научной деятельности я написал более 30 книг...
- О да, вы так много сделали!
- Кое-что, все-таки, не сделал. Вот помню, поехали мы на первом курсе в колхоз. Зазвал я там одну девчонку на сеновал. Но так у нас ничего и не вышло: она все время в сено проваливалась. Эх, взять бы все эти чертовы книги да сунуть ей тогда под задницу!
",0
pro-alkogolikov,"Печени всех алкоголиков автоматически попадают в рай.
",0
tsitati,"""Creed[пьян]"" новая дурь - ctrl+v. ""Creed[пьян]"" Вставляет...

",0
pro-vovochku,"Вовочка приходит в аптеку и спрашивает: ""У вас презервативы есть?""
Аптекарша возмущенно говорит: ""Во-первых презервативы не для детей, а во-вторых скажи папе пусть сам приходит и выберет себе по размеру"".
На что Вовочка отвечает: ""Во-первых презервативы не для детей, а от детей, а во-вторых мама едет на юг, и еще не знает какой будет размер"".
",1
tsitati,"Диманыч (12:30:20 19/11/2007)
а ты чем занимался?
Алексей (12:31:57 19/11/2007)
я ходил по магазинам, убирался дома, стригся, мылся и тп
Диманыч (12:33:10 19/11/2007)
к чему готовился?
Алексей (12:33:28 19/11/2007)
ни к чему
Алексей (12:34:03 19/11/2007)
просто кончилась еда, стало грязно, зарос и запачкался

",0
aforizmi,"Современные технологии позволяют сделать из самого обычного человека
самую популярную звезду, но только не наоборот.


",0
raznie,"В ответ на изобpение коммунистами ""лампочки Ильича"", нынешние демокpаты запатентовали ""выключатель Чубайса""

",0
aforizmi,"Да у меня его достоинство уже поперек горла стоит!!!


",0
tsitati,"""Арми"" кто писал эти комиксы о биониклах?!? ""Арми"" ""Они превратились в монстров, способных передвигаться, не только по суше, но и по земле."" ""Арми"" Святой протодермис, чем они думают?!?

",0
aforizmi,"Кролик это заяц-маньяк!


",0
tsitati,"""Дую"" А ты бы что хотел на свой ДР? ""Аку"" Лицензию на отстрел идиотов, годовую %)""Дую"" Для России достать не смогу %) Отстрел в заповеднике запрещен %)

",0
raznie,"Сынок компьютерщика обрашается к папе:
- Папа, а что такое ноты?
- Понимаешь, сынок, это такой MIDI-файл, только на бумаге...

",0
pro-detey,"Парень с девушкой занимаются любовью. Неожиданно входят его родители. Мысли четверых:
Парень: ""Все, застукали, говорил ей - давай в следующий раз!""
Девушка: ""М-да, ну, теперь-то он точно на мне женится.""
Отец: ""Что ж, подрастает парень, надо купить ему мотоцикл.""
Мать: ""Боже мой, как она лежит - мальчику ведь неудобно!""

",0
raznie,"Гpузинcкий театp оcущеcтвил поcтановку ""Буpатино"".
Hа cцене лежит Буpатино лет 50-ти, почеcывает волоcатое пузо.
Cтук в двеpь.
- Малвын, ты ?
Молчание.
- Аpтемон, ты ?
Молчание.
- А кто ?
Из-за двеpи:
- Каpабаc-Баpабаc, кацо !
Буpатино:
- Вах, боюc !

",0
raznie,"Малыш на ДР очень просил собаку купить. Родители решили порадовать малыша и купили здоровенного сембернара. Малыш посмотрел на псину и говорит - """"Я не понял кому кого подарили?""""

",0
